T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641512161.074928482s,1641512161.076276122s,1641512161.076417433s,1641512161.075249375s,0.001348s,-0.001168s,0.000090s,0.001258s
1641512161.075473859s,1641512161.076821975s,1641512161.076961558s,1641512161.075808346s,0.001348s,-0.001153s,0.000098s,0.001251s
1641512161.076035591s,1641512161.077385172s,1641512161.077525555s,1641512161.076347681s,0.001350s,-0.001178s,0.000086s,0.001264s
1641512161.076571697s,1641512161.077923121s,1641512161.078064336s,1641512161.076885923s,0.001351s,-0.001179s,0.000086s,0.001265s
1641512161.077122907s,1641512161.078472014s,1641512161.078622125s,1641512161.077437029s,0.001349s,-0.001185s,0.000082s,0.001267s
1641512161.077662972s,1641512161.079012331s,1641512161.079152394s,1641512161.077981312s,0.001349s,-0.001171s,0.000089s,0.001260s
1641512161.078204495s,1641512161.079553704s,1641512161.079696647s,1641512161.078526169s,0.001349s,-0.001170s,0.000089s,0.001260s
1641512161.078749247s,1641512161.080098725s,1641512161.080238692s,1641512161.079077796s,0.001349s,-0.001161s,0.000094s,0.001255s
1641512161.079235143s,1641512161.080528034s,1641512161.080737505s,1641512161.079599787s,0.001293s,-0.001138s,0.000078s,0.001215s
1641512161.079794323s,1641512161.081066943s,1641512161.081252702s,1641512161.080126518s,0.001272s,-0.001126s,0.000073s,0.001199s
1641512161.080321887s,1641512161.081600509s,1641512161.081789244s,1641512161.080643665s,0.001279s,-0.001146s,0.000067s,0.001212s
1641512161.080841586s,1641512161.082111866s,1641512161.082307961s,1641512161.081167531s,0.001270s,-0.001141s,0.000065s,0.001205s
1641512161.081391286s,1641512161.082740438s,1641512161.082884278s,1641512161.081724784s,0.001349s,-0.001159s,0.000095s,0.001254s
1641512161.081946299s,1641512161.083295923s,1641512161.083439442s,1641512161.082254067s,0.001349s,-0.001185s,0.000082s,0.001267s
1641512161.082412091s,1641512161.083702001s,1641512161.083848272s,1641512161.082681629s,0.001290s,-0.001167s,0.000062s,0.001228s
1641512161.082868143s,1641512161.084146639s,1641512161.084336238s,1641512161.083224349s,0.001279s,-0.001112s,0.000083s,0.001195s
1641512161.083420864s,1641512161.084698828s,1641512161.084892395s,1641512161.083754205s,0.001278s,-0.001138s,0.000070s,0.001208s
1641512161.083951762s,1641512161.085220489s,1641512161.085418536s,1641512161.084280624s,0.001269s,-0.001138s,0.000066s,0.001203s
1641512161.084506150s,1641512161.085855589s,1641512161.085997572s,1641512161.084815532s,0.001349s,-0.001182s,0.000084s,0.001266s
1641512161.085041474s,1641512161.086389922s,1641512161.086530082s,1641512161.085368461s,0.001348s,-0.001162s,0.000093s,0.001255s
1641512161.085598518s,1641512161.086957087s,1641512161.087101022s,1641512161.085915036s,0.001359s,-0.001186s,0.000086s,0.001272s
1641512161.086142750s,1641512161.087498908s,1641512161.087641691s,1641512161.086532967s,0.001356s,-0.001109s,0.000124s,0.001232s
1641512161.086685731s,1641512161.087980090s,1641512161.088127257s,1641512161.086953862s,0.001294s,-0.001173s,0.000060s,0.001234s
1641512161.087146783s,1641512161.088418487s,1641512161.088727734s,1641512161.087571897s,0.001272s,-0.001156s,0.000058s,0.001214s
1641512161.087772787s,1641512161.089050740s,1641512161.089244659s,1641512161.088078471s,0.001278s,-0.001166s,0.000056s,0.001222s
1641512161.088273059s,1641512161.089544497s,1641512161.089727152s,1641512161.088608744s,0.001271s,-0.001118s,0.000077s,0.001195s
1641512161.088762185s,1641512161.090056462s,1641512161.090205613s,1641512161.089038285s,0.001294s,-0.001167s,0.000063s,0.001231s
1641512161.089232612s,1641512161.090504492s,1641512161.090695915s,1641512161.089555693s,0.001272s,-0.001140s,0.000066s,0.001206s
1641512161.089755541s,1641512161.091035241s,1641512161.091217608s,1641512161.090076902s,0.001280s,-0.001141s,0.000069s,0.001210s
1641512161.090273782s,1641512161.091543910s,1641512161.091731077s,1641512161.090604675s,0.001270s,-0.001126s,0.000072s,0.001198s
1641512161.090827024s,1641512161.092176131s,1641512161.092320962s,1641512161.091155677s,0.001349s,-0.001165s,0.000092s,0.001257s
1641512161.091379016s,1641512161.092728672s,1641512161.092878335s,1641512161.091709388s,0.001350s,-0.001169s,0.000090s,0.001259s
1641512161.091934133s,1641512161.093284637s,1641512161.093424092s,1641512161.092245390s,0.001350s,-0.001179s,0.000086s,0.001265s
1641512161.092472322s,1641512161.093821402s,1641512161.093961657s,1641512161.092805559s,0.001349s,-0.001156s,0.000096s,0.001253s
1641512161.092965562s,1641512161.094256695s,1641512161.094406998s,1641512161.093226454s,0.001291s,-0.001181s,0.000055s,0.001236s
1641512161.093413177s,1641512161.094688117s,1641512161.094876436s,1641512161.093751466s,0.001275s,-0.001125s,0.000075s,0.001200s
1641512161.093945897s,1641512161.095295378s,1641512161.095435217s,1641512161.094269447s,0.001349s,-0.001166s,0.000092s,0.001258s
1641512161.094468305s,1641512161.095737615s,1641512161.095934254s,1641512161.094809876s,0.001269s,-0.001124s,0.000072s,0.001197s
1641512161.095033266s,1641512161.096408716s,1641512161.096551563s,1641512161.095434265s,0.001375s,-0.001117s,0.000129s,0.001246s
1641512161.095659478s,1641512161.097014440s,1641512161.097157255s,1641512161.096048602s,0.001355s,-0.001109s,0.000123s,0.001232s
1641512161.096274336s,1641512161.097622149s,1641512161.097764644s,1641512161.096591062s,0.001348s,-0.001174s,0.000087s,0.001261s
1641512161.096846537s,1641512161.098134306s,1641512161.098379745s,1641512161.097247796s,0.001288s,-0.001132s,0.000078s,0.001210s
1641512161.097402435s,1641512161.098698655s,1641512161.098846206s,1641512161.097673118s,0.001296s,-0.001173s,0.000062s,0.001235s
1641512161.097866977s,1641512161.099138077s,1641512161.099335868s,1641512161.098195943s,0.001271s,-0.001140s,0.000066s,0.001205s
1641512161.098405531s,1641512161.099755993s,1641512161.099898456s,1641512161.098724549s,0.001350s,-0.001174s,0.000088s,0.001262s
1641512161.098931116s,1641512161.100281078s,1641512161.100422934s,1641512161.099272374s,0.001350s,-0.001150s,0.000100s,0.001250s
1641512161.099480295s,1641512161.100826867s,1641512161.100967315s,1641512161.099791552s,0.001347s,-0.001176s,0.000085s,0.001261s
1641512161.100001453s,1641512161.101350736s,1641512161.101494128s,1641512161.100319742s,0.001349s,-0.001174s,0.000087s,0.001262s
1641512161.100530371s,1641512161.101882286s,1641512161.102026189s,1641512161.100887671s,0.001352s,-0.001138s,0.000107s,0.001245s
1641512161.101094864s,1641512161.102445802s,1641512161.102584778s,1641512161.101409142s,0.001351s,-0.001176s,0.000088s,0.001263s
1641512161.101619876s,1641512161.102969416s,1641512161.103108711s,1641512161.101933685s,0.001349s,-0.001175s,0.000087s,0.001262s
1641512161.102140981s,1641512161.103490437s,1641512161.103630276s,1641512161.102459530s,0.001349s,-0.001171s,0.000089s,0.001260s
1641512161.102668025s,1641512161.104016258s,1641512161.104158177s,1641512161.103053815s,0.001348s,-0.001104s,0.000122s,0.001226s
1641512161.103259861s,1641512161.104609695s,1641512161.104759902s,1641512161.103576900s,0.001350s,-0.001183s,0.000083s,0.001266s
1641512161.103748727s,1641512161.105033692s,1641512161.105213915s,1641512161.104098891s,0.001285s,-0.001115s,0.000085s,0.001200s
1641512161.104320719s,1641512161.105668665s,1641512161.105816024s,1641512161.104636507s,0.001348s,-0.001180s,0.000084s,0.001264s
1641512161.104794167s,1641512161.106087671s,1641512161.106237590s,1641512161.105066673s,0.001293s,-0.001171s,0.000061s,0.001232s
1641512161.105269126s,1641512161.106539412s,1641512161.106721395s,1641512161.105592988s,0.001270s,-0.001128s,0.000071s,0.001199s
1641512161.105798305s,1641512161.107171185s,1641512161.107313520s,1641512161.106122010s,0.001373s,-0.001192s,0.000091s,0.001282s
1641512161.106331859s,1641512161.107680782s,1641512161.107821037s,1641512161.106662752s,0.001349s,-0.001158s,0.000095s,0.001254s
1641512161.106868121s,1641512161.108134187s,1641512161.108334762s,1641512161.107195420s,0.001266s,-0.001139s,0.000063s,0.001203s
1641512161.107402717s,1641512161.108671880s,1641512161.108871239s,1641512161.107725536s,0.001269s,-0.001146s,0.000062s,0.001207s
1641512161.107931895s,1641512161.109203718s,1641512161.109398148s,1641512161.108261643s,0.001272s,-0.001137s,0.000068s,0.001204s
1641512161.108471231s,1641512161.109820578s,1641512161.109961729s,1641512161.108788165s,0.001349s,-0.001173s,0.000088s,0.001261s
1641512161.108998326s,1641512161.110346687s,1641512161.110486687s,1641512161.109316458s,0.001348s,-0.001170s,0.000089s,0.001259s
1641512161.109530161s,1641512161.110877436s,1641512161.111018268s,1641512161.109853189s,0.001347s,-0.001165s,0.000091s,0.001256s
1641512161.110061059s,1641512161.111330458s,1641512161.111526713s,1641512161.110379139s,0.001269s,-0.001148s,0.000061s,0.001208s
1641512161.110584665s,1641512161.111853687s,1641512161.112050838s,1641512161.110909724s,0.001269s,-0.001141s,0.000064s,0.001205s
1641512161.111118375s,1641512161.112467764s,1641512161.112608531s,1641512161.111438747s,0.001349s,-0.001170s,0.000090s,0.001260s
1641512161.111645887s,1641512161.112995729s,1641512161.113142256s,1641512161.111968134s,0.001350s,-0.001174s,0.000088s,0.001262s
1641512161.112172409s,1641512161.113522318s,1641512161.113663405s,1641512161.112480281s,0.001350s,-0.001183s,0.000083s,0.001267s
1641512161.112693150s,1641512161.114041323s,1641512161.114181162s,1641512161.113017116s,0.001348s,-0.001164s,0.000092s,0.001256s
1641512161.113223683s,1641512161.114572104s,1641512161.114713063s,1641512161.113541712s,0.001348s,-0.001171s,0.000088s,0.001260s
1641512161.113748643s,1641512161.115017414s,1641512161.115202021s,1641512161.114079849s,0.001269s,-0.001122s,0.000073s,0.001195s
1641512161.114285374s,1641512161.115634978s,1641512161.115775874s,1641512161.114622518s,0.001349s,-0.001153s,0.000098s,0.001251s
1641512161.114827991s,1641512161.116177183s,1641512161.116317055s,1641512161.115145134s,0.001349s,-0.001172s,0.000089s,0.001260s
1641512161.115353264s,1641512161.116623453s,1641512161.116824508s,1641512161.115671240s,0.001270s,-0.001153s,0.000058s,0.001212s
1641512161.115876348s,1641512161.117200826s,1641512161.117410265s,1641512161.116220731s,0.001324s,-0.001189s,0.000067s,0.001257s
1641512161.116425684s,1641512161.117703255s,1641512161.117865078s,1641512161.116744493s,0.001277s,-0.001121s,0.000078s,0.001199s
1641512161.116952727s,1641512161.118301748s,1641512161.118444403s,1641512161.117284922s,0.001349s,-0.001159s,0.000095s,0.001254s
1641512161.117491646s,1641512161.118768561s,1641512161.118956656s,1641512161.117817331s,0.001277s,-0.001139s,0.000069s,0.001208s
1641512161.118022908s,1641512161.119372622s,1641512161.119513645s,1641512161.118337134s,0.001350s,-0.001177s,0.000087s,0.001263s
1641512161.118507711s,1641512161.119790444s,1641512161.119943243s,1641512161.118856729s,0.001283s,-0.001086s,0.000098s,0.001185s
1641512161.119140850s,1641512161.120485608s,1641512161.120625671s,1641512161.119491327s,0.001345s,-0.001134s,0.000105s,0.001240s
1641512161.119651487s,1641512161.121001989s,1641512161.121148548s,1641512161.120012016s,0.001350s,-0.001137s,0.000107s,0.001243s
1641512161.120214365s,1641512161.121483170s,1641512161.121680609s,1641512161.120525049s,0.001269s,-0.001155s,0.000057s,0.001212s
1641512161.120762086s,1641512161.122110815s,1641512161.122256190s,1641512161.121079957s,0.001349s,-0.001176s,0.000086s,0.001263s
1641512161.121287410s,1641512161.122636284s,1641512161.122840091s,1641512161.121722056s,0.001349s,-0.001118s,0.000115s,0.001234s
1641512161.121929039s,1641512161.123199673s,1641512161.123396536s,1641512161.122228890s,0.001271s,-0.001168s,0.000051s,0.001219s
1641512161.122424936s,1641512161.123701718s,1641512161.123880981s,1641512161.122748277s,0.001277s,-0.001132s,0.000072s,0.001205s
1641512161.122945677s,1641512161.124295923s,1641512161.124481618s,1641512161.123386260s,0.001350s,-0.001096s,0.000127s,0.001223s
1641512161.123612724s,1641512161.124902512s,1641512161.125131566s,1641512161.123997629s,0.001290s,-0.001134s,0.000078s,0.001212s
1641512161.124224040s,1641512161.125502956s,1641512161.125716843s,1641512161.124530714s,0.001279s,-0.001186s,0.000046s,0.001233s
1641512161.124650404s,1641512161.126081193s,1641512161.126294120s,1641512161.125252032s,0.001431s,-0.001042s,0.000194s,0.001236s
1641512161.125456152s,1641512161.126846181s,1641512161.127059684s,1641512161.125956736s,0.001390s,-0.001103s,0.000144s,0.001246s
1641512161.126155907s,1641512161.127571745s,1641512161.127760000s,1641512161.126686544s,0.001416s,-0.001073s,0.000171s,0.001245s
1641512161.126918633s,1641512161.128284989s,1641512161.128480508s,1641512161.127397186s,0.001366s,-0.001083s,0.000142s,0.001225s
1641512161.127626097s,1641512161.128984697s,1641512161.129140568s,1641512161.128012669s,0.001359s,-0.001128s,0.000115s,0.001243s
1641512161.128184600s,1641512161.129558230s,1641512161.129751445s,1641512161.128651798s,0.001374s,-0.001100s,0.000137s,0.001237s
1641512161.128849354s,1641512161.130219699s,1641512161.130365554s,1641512161.129263999s,0.001370s,-0.001101s,0.000134s,0.001236s
1641512161.129471765s,1641512161.130838831s,1641512161.130982158s,1641512161.129798647s,0.001367s,-0.001184s,0.000092s,0.001275s
1641512161.130024850s,1641512161.131376108s,1641512161.131515403s,1641512161.130331836s,0.001351s,-0.001184s,0.000084s,0.001267s
1641512161.130560019s,1641512161.131908585s,1641512161.132048969s,1641512161.130878672s,0.001349s,-0.001170s,0.000089s,0.001260s
1641512161.131037478s,1641512161.132332199s,1641512161.132485158s,1641512161.131300973s,0.001295s,-0.001184s,0.000055s,0.001239s
1641512161.131489415s,1641512161.132772005s,1641512161.132925764s,1641512161.131819266s,0.001282s,-0.001107s,0.000088s,0.001194s
1641512161.132014375s,1641512161.133292258s,1641512161.133470881s,1641512161.132350841s,0.001278s,-0.001120s,0.000079s,0.001199s
1641512161.132549179s,1641512161.133820383s,1641512161.134004606s,1641512161.132865228s,0.001271s,-0.001139s,0.000066s,0.001205s
1641512161.133091639s,1641512161.134440539s,1641512161.134574235s,1641512161.133416178s,0.001349s,-0.001158s,0.000095s,0.001253s
1641512161.133645402s,1641512161.135001272s,1641512161.135139512s,1641512161.133951503s,0.001356s,-0.001188s,0.000084s,0.001272s
1641512161.134178435s,1641512161.135534485s,1641512161.135666997s,1641512161.134482505s,0.001356s,-0.001184s,0.000086s,0.001270s
1641512161.134706312s,1641512161.136054931s,1641512161.136187922s,1641512161.135020277s,0.001349s,-0.001168s,0.000090s,0.001258s
1641512161.135249501s,1641512161.136602256s,1641512161.136899406s,1641512161.135756909s,0.001353s,-0.001143s,0.000105s,0.001248s
1641512161.135984987s,1641512161.137333420s,1641512161.137477515s,1641512161.136386975s,0.001348s,-0.001091s,0.000129s,0.001220s
1641512161.136612449s,1641512161.137961800s,1641512161.138106695s,1641512161.136928186s,0.001349s,-0.001179s,0.000085s,0.001264s
1641512161.137155847s,1641512161.138504837s,1641512161.138643780s,1641512161.137533720s,0.001349s,-0.001110s,0.000119s,0.001230s
1641512161.137702526s,1641512161.138988195s,1641512161.139173762s,1641512161.138064462s,0.001286s,-0.001109s,0.000088s,0.001198s
1641512161.138269102s,1641512161.139618399s,1641512161.139756542s,1641512161.138599266s,0.001349s,-0.001157s,0.000096s,0.001253s
1641512161.138806666s,1641512161.140155292s,1641512161.140296123s,1641512161.139122507s,0.001349s,-0.001174s,0.000087s,0.001261s
1641512161.139320272s,1641512161.140596666s,1641512161.140809049s,1641512161.139654915s,0.001276s,-0.001154s,0.000061s,0.001215s
1641512161.139852263s,1641512161.141123255s,1641512161.141367894s,1641512161.140193104s,0.001271s,-0.001175s,0.000048s,0.001223s
1641512161.140420401s,1641512161.141780115s,1641512161.141921267s,1641512161.140732075s,0.001360s,-0.001189s,0.000085s,0.001274s
1641512161.140956976s,1641512161.142247345s,1641512161.142488623s,1641512161.141379069s,0.001291s,-0.001110s,0.000090s,0.001200s
1641512161.141607564s,1641512161.142957485s,1641512161.143096364s,1641512161.141914654s,0.001350s,-0.001182s,0.000084s,0.001266s
1641512161.142137680s,1641512161.143488074s,1641512161.143628393s,1641512161.142461750s,0.001350s,-0.001167s,0.000092s,0.001258s
1641512161.142689099s,1641512161.144037607s,1641512161.144176102s,1641512161.143004054s,0.001349s,-0.001172s,0.000088s,0.001260s
1641512161.143231612s,1641512161.144580900s,1641512161.144784835s,1641512161.143674018s,0.001349s,-0.001111s,0.000119s,0.001230s
1641512161.143837980s,1641512161.145132865s,1641512161.145280960s,1641512161.144168508s,0.001295s,-0.001112s,0.000091s,0.001204s
1641512161.144367627s,1641512161.145639486s,1641512161.145836189s,1641512161.144688572s,0.001272s,-0.001148s,0.000062s,0.001210s
1641512161.144899983s,1641512161.146249371s,1641512161.146389050s,1641512161.145229262s,0.001349s,-0.001160s,0.000095s,0.001254s
1641512161.145432652s,1641512161.146703032s,1641512161.146894615s,1641512161.145751982s,0.001270s,-0.001143s,0.000064s,0.001207s
1641512161.145961153s,1641512161.147310901s,1641512161.147452308s,1641512161.146288765s,0.001350s,-0.001163s,0.000093s,0.001257s
1641512161.146498145s,1641512161.147848402s,1641512161.147989041s,1641512161.146828621s,0.001350s,-0.001160s,0.000095s,0.001255s
1641512161.147034563s,1641512161.148385711s,1641512161.148529646s,1641512161.147345143s,0.001351s,-0.001184s,0.000083s,0.001268s
1641512161.147553794s,1641512161.148843469s,1641512161.148996844s,1641512161.147836873s,0.001290s,-0.001160s,0.000065s,0.001225s
1641512161.148043441s,1641512161.149395018s,1641512161.149538985s,1641512161.148363136s,0.001352s,-0.001176s,0.000088s,0.001264s
