T1,T2,T3,T4,T2-T1,T4-T3,MPD_S,OFF_S
1641515163.480420300s,1641515163.491437295s,1641515163.491862573s,1641515163.481148026s,0.011017s,-0.010715s,0.000151s,0.010866s
1641515163.481545275s,1641515163.492566986s,1641515163.493002568s,1641515163.482336439s,0.011022s,-0.010666s,0.000178s,0.010844s
1641515163.482666186s,1641515163.493596390s,1641515163.494154339s,1641515163.483466309s,0.010930s,-0.010688s,0.000121s,0.010809s
1641515163.483782046s,1641515163.494729313s,1641515163.495271103s,1641515163.484647014s,0.010947s,-0.010624s,0.000162s,0.010786s
1641515163.484962438s,1641515163.495889596s,1641515163.496397274s,1641515163.485683965s,0.010927s,-0.010713s,0.000107s,0.010820s
1641515163.486054495s,1641515163.497068151s,1641515163.497368438s,1641515163.486708520s,0.011014s,-0.010660s,0.000177s,0.010837s
1641515163.487120405s,1641515163.498092819s,1641515163.498408082s,1641515163.487644324s,0.010972s,-0.010764s,0.000104s,0.010868s
1641515163.488036364s,1641515163.498990575s,1641515163.499240270s,1641515163.488452520s,0.010954s,-0.010788s,0.000083s,0.010871s
1641515163.488772475s,1641515163.499662572s,1641515163.499960491s,1641515163.489225507s,0.010890s,-0.010735s,0.000078s,0.010813s
1641515163.489473116s,1641515163.500425513s,1641515163.500733896s,1641515163.489946096s,0.010952s,-0.010788s,0.000082s,0.010870s
1641515163.490187977s,1641515163.501059271s,1641515163.501359749s,1641515163.490579444s,0.010871s,-0.010780s,0.000046s,0.010826s
1641515163.490825648s,1641515163.501781860s,1641515163.501987299s,1641515163.491205345s,0.010956s,-0.010782s,0.000087s,0.010869s
1641515163.491447694s,1641515163.502401377s,1641515163.502605632s,1641515163.491823797s,0.010954s,-0.010782s,0.000086s,0.010868s
1641515163.492066250s,1641515163.503017310s,1641515163.503219646s,1641515163.492501937s,0.010951s,-0.010718s,0.000117s,0.010834s
1641515163.492836372s,1641515163.503709692s,1641515163.504007706s,1641515163.493282060s,0.010873s,-0.010726s,0.000074s,0.010800s
1641515163.493605245s,1641515163.504555448s,1641515163.504779543s,1641515163.494056922s,0.010950s,-0.010723s,0.000114s,0.010836s
1641515163.494407868s,1641515163.505370165s,1641515163.505612020s,1641515163.494857357s,0.010962s,-0.010755s,0.000104s,0.010859s
1641515163.495232991s,1641515163.506188017s,1641515163.506490480s,1641515163.495756337s,0.010955s,-0.010734s,0.000110s,0.010844s
1641515163.496162336s,1641515163.507112749s,1641515163.507354956s,1641515163.496585158s,0.010950s,-0.010770s,0.000090s,0.010860s
1641515163.496944542s,1641515163.507898634s,1641515163.508138153s,1641515163.497444032s,0.010954s,-0.010694s,0.000130s,0.010824s
1641515163.497784353s,1641515163.508762214s,1641515163.509048805s,1641515163.498308688s,0.010978s,-0.010740s,0.000119s,0.010859s
1641515163.498663748s,1641515163.509618787s,1641515163.509848898s,1641515163.499104384s,0.010955s,-0.010744s,0.000105s,0.010850s
1641515163.499470747s,1641515163.510430399s,1641515163.510656575s,1641515163.499895027s,0.010960s,-0.010761s,0.000099s,0.010861s
1641515163.500148679s,1641515163.511097117s,1641515163.511316220s,1641515163.500556605s,0.010948s,-0.010760s,0.000094s,0.010854s
1641515163.500836924s,1641515163.511758106s,1641515163.512021177s,1641515163.501254122s,0.010921s,-0.010767s,0.000077s,0.010844s
1641515163.501511367s,1641515163.512459479s,1641515163.512679990s,1641515163.501947315s,0.010948s,-0.010733s,0.000108s,0.010840s
1641515163.502188623s,1641515163.513141268s,1641515163.513363187s,1641515163.502607487s,0.010952s,-0.010756s,0.000098s,0.010854s
1641515163.502932963s,1641515163.513884081s,1641515163.514081424s,1641515163.503382974s,0.010951s,-0.010699s,0.000126s,0.010825s
1641515163.503703971s,1641515163.514663246s,1641515163.514865581s,1641515163.504156533s,0.010959s,-0.010709s,0.000125s,0.010834s
1641515163.504493989s,1641515163.515449738s,1641515163.515682378s,1641515163.504925145s,0.010956s,-0.010757s,0.000099s,0.010857s
1641515163.505417813s,1641515163.516373479s,1641515163.516651781s,1641515163.505943606s,0.010956s,-0.010708s,0.000124s,0.010832s
1641515163.506276896s,1641515163.517232739s,1641515163.517475234s,1641515163.506770865s,0.010956s,-0.010704s,0.000126s,0.010830s
1641515163.507094154s,1641515163.518049824s,1641515163.518288543s,1641515163.507579791s,0.010956s,-0.010709s,0.000123s,0.010832s
1641515163.507905632s,1641515163.518863228s,1641515163.519113595s,1641515163.508384445s,0.010957s,-0.010729s,0.000114s,0.010843s
1641515163.508712109s,1641515163.519670521s,1641515163.519910328s,1641515163.509220662s,0.010958s,-0.010690s,0.000134s,0.010824s
1641515163.509527388s,1641515163.520481557s,1641515163.520721812s,1641515163.509989951s,0.010954s,-0.010732s,0.000111s,0.010843s
1641515163.510381575s,1641515163.521343250s,1641515163.521607825s,1641515163.510840857s,0.010962s,-0.010767s,0.000097s,0.010864s
1641515163.511215449s,1641515163.522170286s,1641515163.522468077s,1641515163.511727544s,0.010955s,-0.010741s,0.000107s,0.010848s
1641515163.512026926s,1641515163.522983659s,1641515163.523226346s,1641515163.512492354s,0.010957s,-0.010734s,0.000111s,0.010845s
1641515163.512870071s,1641515163.523829576s,1641515163.524074918s,1641515163.513300133s,0.010959s,-0.010775s,0.000092s,0.010867s
1641515163.513625661s,1641515163.524514949s,1641515163.524835075s,1641515163.514122496s,0.010889s,-0.010713s,0.000088s,0.010801s
1641515163.514376669s,1641515163.525328417s,1641515163.525641024s,1641515163.514886368s,0.010952s,-0.010755s,0.000099s,0.010853s
1641515163.515132311s,1641515163.526079902s,1641515163.526304445s,1641515163.515596437s,0.010947s,-0.010708s,0.000120s,0.010828s
1641515163.515911132s,1641515163.526871803s,1641515163.527121946s,1641515163.516389372s,0.010961s,-0.010733s,0.000114s,0.010847s
1641515163.516722557s,1641515163.527675511s,1641515163.527922006s,1641515163.517175692s,0.010953s,-0.010746s,0.000103s,0.010850s
1641515163.517560754s,1641515163.528514164s,1641515163.528749267s,1641515163.517986076s,0.010953s,-0.010763s,0.000095s,0.010858s
1641515163.518429107s,1641515163.529382992s,1641515163.529685135s,1641515163.518895056s,0.010954s,-0.010790s,0.000082s,0.010872s
1641515163.519323087s,1641515163.530274221s,1641515163.530578827s,1641515163.519819192s,0.010951s,-0.010760s,0.000096s,0.010855s
1641515163.520217691s,1641515163.531168969s,1641515163.531490120s,1641515163.520721036s,0.010951s,-0.010769s,0.000091s,0.010860s
1641515163.521152921s,1641515163.532101317s,1641515163.532377348s,1641515163.521657933s,0.010948s,-0.010719s,0.000115s,0.010834s
1641515163.522099558s,1641515163.533049057s,1641515163.533349888s,1641515163.522647383s,0.010950s,-0.010703s,0.000124s,0.010826s
1641515163.523074685s,1641515163.534023741s,1641515163.534285180s,1641515163.523515164s,0.010949s,-0.010770s,0.000090s,0.010859s
1641515163.523824911s,1641515163.534776986s,1641515163.535058073s,1641515163.524293932s,0.010952s,-0.010764s,0.000094s,0.010858s
1641515163.524669305s,1641515163.535622934s,1641515163.535901269s,1641515163.525178588s,0.010953s,-0.010723s,0.000115s,0.010838s
1641515163.525452501s,1641515163.536404563s,1641515163.536603730s,1641515163.525839437s,0.010952s,-0.010764s,0.000094s,0.010858s
1641515163.526197414s,1641515163.537155184s,1641515163.537382735s,1641515163.526600965s,0.010958s,-0.010782s,0.000088s,0.010870s
1641515163.526961807s,1641515163.537846989s,1641515163.538190220s,1641515163.527487236s,0.010885s,-0.010703s,0.000091s,0.010794s
1641515163.527852088s,1641515163.538807625s,1641515163.539039592s,1641515163.528279911s,0.010956s,-0.010760s,0.000098s,0.010858s
1641515163.528592106s,1641515163.539548358s,1641515163.539838053s,1641515163.529142171s,0.010956s,-0.010696s,0.000130s,0.010826s
1641515163.529398687s,1641515163.540350371s,1641515163.540550178s,1641515163.529792655s,0.010952s,-0.010758s,0.000097s,0.010855s
1641515163.530036046s,1641515163.540997024s,1641515163.541206815s,1641515163.530434336s,0.010961s,-0.010772s,0.000094s,0.010867s
1641515163.530753719s,1641515163.541706813s,1641515163.541942108s,1641515163.531224563s,0.010953s,-0.010718s,0.000118s,0.010835s
1641515163.531603739s,1641515163.542557273s,1641515163.542786328s,1641515163.532044634s,0.010953s,-0.010742s,0.000106s,0.010848s
1641515163.532419435s,1641515163.543373206s,1641515163.543607765s,1641515163.532825799s,0.010954s,-0.010782s,0.000086s,0.010868s
1641515163.533206849s,1641515163.544160371s,1641515163.544434097s,1641515163.533705142s,0.010953s,-0.010729s,0.000112s,0.010841s
1641515163.534063067s,1641515163.545022351s,1641515163.545306382s,1641515163.534595371s,0.010959s,-0.010711s,0.000124s,0.010835s
1641515163.534998714s,1641515163.545947179s,1641515163.546189162s,1641515163.535493257s,0.010948s,-0.010696s,0.000126s,0.010822s
1641515163.535866495s,1641515163.546815784s,1641515163.547045447s,1641515163.536284890s,0.010949s,-0.010761s,0.000094s,0.010855s
1641515163.536565470s,1641515163.547515973s,1641515163.547806723s,1641515163.537057981s,0.010950s,-0.010749s,0.000101s,0.010850s
1641515163.537334394s,1641515163.548285857s,1641515163.548526144s,1641515163.537791175s,0.010952s,-0.010735s,0.000108s,0.010843s
1641515163.538228165s,1641515163.549182654s,1641515163.549481500s,1641515163.538705832s,0.010954s,-0.010776s,0.000089s,0.010865s
1641515163.539095789s,1641515163.550050746s,1641515163.550356761s,1641515163.539654292s,0.010955s,-0.010703s,0.000126s,0.010829s
1641515163.540094094s,1641515163.550986006s,1641515163.551337173s,1641515163.540647648s,0.010892s,-0.010689s,0.000101s,0.010791s
1641515163.540976927s,1641515163.551931122s,1641515163.552214673s,1641515163.541475949s,0.010954s,-0.010739s,0.000108s,0.010846s
1641515163.541912157s,1641515163.552865934s,1641515163.553201581s,1641515163.542499515s,0.010954s,-0.010702s,0.000126s,0.010828s
1641515163.542834939s,1641515163.553797546s,1641515163.554036169s,1641515163.543264324s,0.010962s,-0.010772s,0.000095s,0.010867s
1641515163.543690011s,1641515163.554644167s,1641515163.554955654s,1641515163.544260233s,0.010954s,-0.010695s,0.000129s,0.010825s
1641515163.544692743s,1641515163.555647843s,1641515163.555901570s,1641515163.545181609s,0.010955s,-0.010720s,0.000118s,0.010838s
1641515163.545609692s,1641515163.556560063s,1641515163.556863902s,1641515163.546112620s,0.010950s,-0.010751s,0.000100s,0.010851s
1641515163.546446847s,1641515163.557402203s,1641515163.557646330s,1641515163.546922223s,0.010955s,-0.010724s,0.000116s,0.010840s
1641515163.547175406s,1641515163.558123512s,1641515163.558396343s,1641515163.547654844s,0.010948s,-0.010741s,0.000103s,0.010845s
1641515163.547968185s,1641515163.558922965s,1641515163.559167924s,1641515163.548453821s,0.010955s,-0.010714s,0.000120s,0.010834s
1641515163.548809194s,1641515163.559763825s,1641515163.559973521s,1641515163.549201182s,0.010955s,-0.010772s,0.000091s,0.010863s
1641515163.549482699s,1641515163.560436655s,1641515163.560680494s,1641515163.549904115s,0.010954s,-0.010776s,0.000089s,0.010865s
1641515163.550222873s,1641515163.561178636s,1641515163.561418315s,1641515163.550721166s,0.010956s,-0.010697s,0.000129s,0.010826s
1641515163.551041277s,1641515163.562000712s,1641515163.562246695s,1641515163.551535664s,0.010959s,-0.010711s,0.000124s,0.010835s
1641515163.551860411s,1641515163.562815557s,1641515163.563058596s,1641515163.552341412s,0.010955s,-0.010717s,0.000119s,0.010836s
1641515163.552704233s,1641515163.563660449s,1641515163.563906464s,1641515163.553157421s,0.010956s,-0.010749s,0.000103s,0.010853s
1641515163.553366280s,1641515163.564242143s,1641515163.564556125s,1641515163.553799727s,0.010876s,-0.010756s,0.000060s,0.010816s
1641515163.554077130s,1641515163.565024027s,1641515163.565229339s,1641515163.554471774s,0.010947s,-0.010758s,0.000095s,0.010852s
1641515163.554755166s,1641515163.565706105s,1641515163.565939928s,1641515163.555243095s,0.010951s,-0.010697s,0.000127s,0.010824s
1641515163.555529664s,1641515163.566477365s,1641515163.566680629s,1641515163.555918214s,0.010948s,-0.010762s,0.000093s,0.010855s
1641515163.556192908s,1641515163.567150835s,1641515163.567384370s,1641515163.556700316s,0.010958s,-0.010684s,0.000137s,0.010821s
1641515163.556985792s,1641515163.567939087s,1641515163.568172718s,1641515163.557461063s,0.010953s,-0.010712s,0.000121s,0.010832s
1641515163.557734090s,1641515163.568695436s,1641515163.568927883s,1641515163.558140610s,0.010962s,-0.010787s,0.000087s,0.010874s
1641515163.558468847s,1641515163.569423497s,1641515163.569668104s,1641515163.558942869s,0.010955s,-0.010725s,0.000115s,0.010840s
1641515163.559263241s,1641515163.570223846s,1641515163.570469285s,1641515163.559721324s,0.010961s,-0.010748s,0.000106s,0.010854s
1641515163.560041488s,1641515163.570994179s,1641515163.571237122s,1641515163.560533375s,0.010953s,-0.010704s,0.000124s,0.010828s
1641515163.560918175s,1641515163.571877663s,1641515163.572254013s,1641515163.561541888s,0.010960s,-0.010712s,0.000124s,0.010836s
1641515163.561873562s,1641515163.572828859s,1641515163.573074842s,1641515163.562308416s,0.010955s,-0.010767s,0.000094s,0.010861s
1641515163.562643580s,1641515163.573605432s,1641515163.573839287s,1641515163.563097081s,0.010962s,-0.010742s,0.000110s,0.010852s
1641515163.563437245s,1641515163.574400852s,1641515163.574628883s,1641515163.563880589s,0.010964s,-0.010748s,0.000108s,0.010856s
1641515163.564138876s,1641515163.575090705s,1641515163.575311025s,1641515163.564546646s,0.010952s,-0.010764s,0.000094s,0.010858s
1641515163.564851132s,1641515163.575801582s,1641515163.576023438s,1641515163.565330310s,0.010951s,-0.010693s,0.000129s,0.010822s
1641515163.565577555s,1641515163.576496300s,1641515163.576757674s,1641515163.566004961s,0.010919s,-0.010753s,0.000083s,0.010836s
1641515163.566331219s,1641515163.577283752s,1641515163.577551367s,1641515163.566848262s,0.010953s,-0.010703s,0.000125s,0.010828s
1641515163.567101497s,1641515163.578048133s,1641515163.578271684s,1641515163.567520205s,0.010947s,-0.010751s,0.000098s,0.010849s
1641515163.567766669s,1641515163.578718914s,1641515163.578937985s,1641515163.568181158s,0.010952s,-0.010757s,0.000098s,0.010854s
1641515163.568424080s,1641515163.579372672s,1641515163.579595967s,1641515163.568826694s,0.010949s,-0.010769s,0.000090s,0.010859s
1641515163.569081387s,1641515163.580040797s,1641515163.580221276s,1641515163.569507231s,0.010959s,-0.010714s,0.000123s,0.010837s
1641515163.569765206s,1641515163.580714682s,1641515163.580929145s,1641515163.570178184s,0.010950s,-0.010751s,0.000099s,0.010850s
1641515163.570421575s,1641515163.581373079s,1641515163.581600118s,1641515163.570885075s,0.010952s,-0.010715s,0.000118s,0.010833s
1641515163.571131956s,1641515163.582087028s,1641515163.582300115s,1641515163.571523059s,0.010955s,-0.010777s,0.000089s,0.010866s
1641515163.571773482s,1641515163.582734322s,1641515163.582925713s,1641515163.572201825s,0.010961s,-0.010724s,0.000118s,0.010842s
1641515163.572455112s,1641515163.583431375s,1641515163.583647918s,1641515163.572877414s,0.010976s,-0.010771s,0.000103s,0.010873s
1641515163.573373936s,1641515163.584329195s,1641515163.584704265s,1641515163.574012753s,0.010955s,-0.010691s,0.000132s,0.010823s
1641515163.574487764s,1641515163.585441702s,1641515163.585741285s,1641515163.575004287s,0.010954s,-0.010737s,0.000108s,0.010845s
1641515163.575603155s,1641515163.586557410s,1641515163.586849824s,1641515163.576101500s,0.010954s,-0.010748s,0.000103s,0.010851s
1641515163.576520832s,1641515163.587474110s,1641515163.587867644s,1641515163.577121680s,0.010953s,-0.010746s,0.000104s,0.010850s
1641515163.577684974s,1641515163.588641209s,1641515163.588996343s,1641515163.578270040s,0.010956s,-0.010726s,0.000115s,0.010841s
1641515163.578763958s,1641515163.589653941s,1641515163.590001139s,1641515163.579290012s,0.010890s,-0.010711s,0.000089s,0.010801s
1641515163.579800493s,1641515163.590754992s,1641515163.591051599s,1641515163.580269045s,0.010954s,-0.010782s,0.000086s,0.010868s
1641515163.580658690s,1641515163.591612940s,1641515163.591848523s,1641515163.581166879s,0.010954s,-0.010682s,0.000136s,0.010818s
1641515163.581420843s,1641515163.592378441s,1641515163.592660968s,1641515163.581924032s,0.010957s,-0.010737s,0.000110s,0.010847s
1641515163.582215549s,1641515163.593167814s,1641515163.593386213s,1641515163.582698477s,0.010952s,-0.010688s,0.000132s,0.010820s
1641515163.582987234s,1641515163.593937315s,1641515163.594153954s,1641515163.583440370s,0.010950s,-0.010714s,0.000118s,0.010832s
1641515163.583760377s,1641515163.594714239s,1641515163.594949087s,1641515163.584162991s,0.010954s,-0.010786s,0.000084s,0.010870s
1641515163.584454300s,1641515163.595339165s,1641515163.595655900s,1641515163.584871497s,0.010885s,-0.010784s,0.000050s,0.010835s
1641515163.585157545s,1641515163.596110458s,1641515163.596360537s,1641515163.585621983s,0.010953s,-0.010738s,0.000107s,0.010846s
1641515163.586073765s,1641515163.597026902s,1641515163.597270293s,1641515163.586547890s,0.010953s,-0.010722s,0.000115s,0.010838s
1641515163.586926493s,1641515163.597901650s,1641515163.598184465s,1641515163.587396035s,0.010975s,-0.010788s,0.000093s,0.010882s
1641515163.587789586s,1641515163.598742415s,1641515163.598987374s,1641515163.588263712s,0.010953s,-0.010724s,0.000115s,0.010838s
1641515163.588523353s,1641515163.599476204s,1641515163.599712779s,1641515163.588925811s,0.010953s,-0.010787s,0.000083s,0.010870s
1641515163.589386863s,1641515163.600339656s,1641515163.600582375s,1641515163.589856457s,0.010953s,-0.010726s,0.000113s,0.010839s
1641515163.590150214s,1641515163.601101701s,1641515163.601310500s,1641515163.590578662s,0.010952s,-0.010732s,0.000110s,0.010842s
1641515163.590818876s,1641515163.601779362s,1641515163.601993089s,1641515163.591200864s,0.010961s,-0.010792s,0.000084s,0.010876s
